char,pinyin,count
畸,ji1,10
竟,jing4,10
囚,qiu2,10
诫,jie4,10
恃,shi4,10
蝇,ying2,10
桦,hua4,10
禀,bing3,10
磕,ke1,10
磐,pan2,10
裘,qiu2,10
矽,xi1,10
嗳,ai4,10
榔,lang5,10
悼,dao4,10
皎,jiao3,10
喳,zha1,10
槟,"bin1,bing1",10
疣,you2,10
谑,xue4,10
怔,zheng1,10
谕,yu4,10
啮,nie4,10
盎,ang4,10
啪,pa1,10
犊,du2,10
谭,tan2,10
爹,die1,10
珀,po4,10
趾,zhi3,10
睫,jie2,10
婿,xu4,10
睾,gao1,10
骥,ji4,10
鸠,jiu1,10
诌,zhou1,10
僚,liao2,10
魅,mei4,10
飙,biao1,10
韧,ren4,10
瀑,pu4,10
浇,jiao1,10
滔,tao1,10
吱,zhi1,10
淇,qi2,10
砭,bian1,10
钮,niu3,10
砾,li4,10
镁,mei3,10
娼,chang1,10
锈,xiu4,10
袂,mei4,10
嘲,chao2,10
溯,su4,10
涟,lian2,10
涛,tao1,10
逾,yu2,10
漱,shu4,10
灸,jiu3,10
梳,shu1,10
洽,qia4,10
梢,shao1,10
泾,jing1,10
咎,jiu4,10
颇,po1,10
邹,zou1,10
戮,lu4,10
邈,miao3,10
邃,sui4,10
邀,yao1,10
飨,xiang3,10
沓,ta4,10
饵,er3,10
汰,tai4,10
饺,jiao3,10
炽,chi4,10
馏,liu2,10
氮,dan4,10
毋,wu2,10
殉,xun4,10
匿,ni4,10
鳄,e4,10
孢,bao1,10
鳍,qi2,10
厥,jue2,10
谚,yan4,10
谍,die2,10
橐,tuo2,10
樱,ying1,10
拂,fu2,10
浙,zhe4,10
弘,hong2,10
俐,"li4,li5",10
唑,zuo4,10
韶,shao2,10
拭,shi4,9
蘑,mo2,9
筲,shao1,9
圃,pu3,9
枷,jia1,9
鹄,"hu2,gu3",9
毡,zhan1,9
糜,mi2,9
刍,chu2,9
蝈,guo1,9
蜚,"fei3,fei1",9
掷,zhi4,9
坨,tuo2,9
莺,ying1,9
妒,"du4,du5",9
薇,wei1,9
莅,li4,9
楞,leng2,9
趸,dun3,9
垮,kua3,9
萍,ping2,9
夥,huo3,9
晌,shang3,9
擂,lei2,9
滕,teng2,9
聂,nie4,9
吭,"keng1,hang2",9
佤,wa3,9
胰,yi2,9
腓,fei2,9
膛,tang2,9
耸,song3,9
撼,han4,9
溅,jian4,9
缔,di4,9
伺,si4,9
删,shan1,9
揣,chuai3,9
坯,pi1,9
坤,kun1,9
掬,ju1,9
糗,qiu3,9
籽,zi3,9
藐,miao3,9
凰,huang2,9
匣,xia2,9
虔,qian2,9
淹,yan1,9
蚤,zao3,9
妨,fang2,9
蛰,zhe2,9
稼,jia5,9
稠,chou2,9
蜻,qing1,9
秩,zhi4,9
噬,shi4,9
嘱,zhu3,9
慑,she4,9
睁,zheng1,9
癸,gui3,9
弛,chi2,9
喽,lou2,9
癣,xuan3,9
黛,dai4,9
讽,feng3,9
恳,ken3,9
皋,gao1,9
恣,zi4,9
狡,jiao3,9
诣,yi4,9
鹭,lu4,9
喂,wei4,9
啷,lang1,9
啶,ding4,9
孀,shuang1,9
允,yun3,9
惰,duo4,9
殚,dan1,9
俾,bi3,9
躺,tang3,9
庵,an1,9
瞪,deng4,9
瞰,kan4,9
矢,shi3,9
沥,li4,9
帧,zhen1,9
炊,chui1,9
酣,han1,9
霹,pi1,9
沅,yuan2,9
吝,lin4,9
咀,ju3,9
潼,tong2,9
岚,lan2,9
阖,he2,9
陌,mo4,9
憎,zeng1,9
钝,dun4,9
溟,ming2,9
锄,chu2,9
袅,niao3,9
侮,wu3,9
岱,dai4,9
淆,xiao2,9
滦,luan2,9
颊,jia2,9
漓,li2,9
吠,fei4,9
浏,liu2,9
洼,wa1,9
蠕,ru2,9
尧,yao2,9
飒,sa4,9
帛,bo2,9
迩,er3,9
烁,shuo4,9
寥,liao2,9
帚,zhou3,9
蝴,hu2,9
轭,e4,9
咳,ke2,9
氓,mang2,9
煌,huang2,9
B,b,9
踢,ti1,9
熠,yi4,9
践,jian4,9
蜕,tui4,9
赢,ying2,9
贿,hui4,9
庶,shu4,9
豺,chai2,9
谛,di4,9
樟,zhang1,9
笋,sun3,9
榨,zha4,9
汞,"gong3,hong4",9
唁,yan4,9
鸾,luan2,8
柑,gan1,8
薮,sou3,8
蕃,fan2,8
挪,nuo2,8
侪,chai2,8
侈,chi3,8
毗,pi2,8
莘,shen1,8
阙,que1,8
茱,zhu1,8
煦,xu4,8
莒,ju3,8
撬,qiao4,8
芫,yan2,8
壬,ren2,8
攸,you1,8
淑,shu1,8
腘,guo2,8
腥,xing1,8
脢,mei2,8
肛,gang1,8
耽,dan1,8
昵,ni4,8
羔,gao1,8
摹,mo2,8
摧,cui1,8
茵,yin1,8
荼,tu2,8
揖,yi1,8
菸,yan1,8
蒋,jiang3,8
粱,liang2,8
蔬,shu1,8
挣,"zheng4,zheng1",8
箫,xiao1,8
箕,ji1,8
拷,kao3,8
畲,"she1,yu2",8
妾,qie4,8
窘,jiong3,8
抒,shu1,8
嚷,"rang3,rang1,rang5",8
嚣,xiao1,8
秽,hui4,8
峒,tong2,8
戍,shu4,8
噎,ye1,8
衅,xin4,8
憨,han1,8
嘛,ma5,8
矜,jin1,8
睢,sui1,8
愉,yu2,8
嗫,nie4,8
楷,kai3,8
瘟,wen1,8
瘀,yu1,8
禧,xi3,8
兢,jing1,8
K,k,8
诤,zheng4,8
疟,nu:e4,8
诲,hui4,8
怵,chu4,8
喃,nan2,8
鹜,wu4,8
畔,pan4,8
橱,chu2,8
赚,zhuan4,8
玺,xi3,8
眯,mi1,8
殃,yang1,8
殆,dai4,8
燎,liao2,8
踞,ju4,8
踵,zhong3,8
煽,shan1,8
蹭,ceng4,8
蹴,cu4,8
骸,hai2,8
亩,mu3,8
驿,yi4,8
瞧,qiao2,8
幺,yao1,8
椭,tuo3,8
咚,dong1,8
焙,bei4,8
焕,huan4,8
邯,han2,8
颌,he2,8
郸,dan1,8
咏,yong3,8
炔,que1,8
酚,fen1,8
雳,li4,8
隅,yu2,8
岑,cen2,8
隘,ai4,8
阐,chan3,8
阆,lang2,8
闾,lu:2,8
砷,shen1,8
湄,mei2,8
峭,qiao4,8
锚,mao2,8
吼,hou3,8
呕,ou3,8
淄,zi1,8
阮,ruan3,8
岐,qi2,8
陨,yun3,8
嵩,song1,8
澈,che4,8
澎,peng2,8
醚,mi2,8
酵,jiao4,8
倭,wo1,8
濡,ru2,8
祠,ci2,8
沱,tuo2,8
巳,si4,8
遁,dun4,8
迳,jing4,8
辜,gu1,8
辕,yuan2,8
寐,mei4,8
烹,peng1,8
骆,luo4,8
驭,yu4,8
蝠,fu2,8
戟,ji3,8
蹇,jian3,8
孵,fu1,8
鳌,ao2,8
蛔,hui2,8
鹫,jiu4,8
诀,jue2,8
猖,chang1,8
榈,lu:2,8
龋,qu3,8
弩,nu3,8
楣,mei2,7
藁,gao3,7
幔,man4,7
挛,luan2,7
袱,fu2,7
袄,ao3,7
奚,xi1,7
匈,xiong1,7
掇,duo1,7
掏,tao1,7
紊,wen3,7
桁,"hang2,heng2",7
掣,che4,7
蛊,gu3,7
坞,wu4,7
柿,shi4,7
枭,xiao1,7
枫,feng1,7
蔼,ai3,7
搀,chan1,7
萱,xuan1,7
臻,zhen1,7
腑,fu3,7
斫,zhuo2,7
胥,xu1,7
堕,duo4,7
膳,shan4,7
臊,sao1,7
墅,shu4,7
剔,ti1,7
埤,pi2,7
芍,shao2,7
佑,you4,7
昨,zuo2,7
擎,qing2,7
苋,xian4,7
苓,ling2,7
缨,ying1,7
缢,yi4,7
茜,"qian4,xi1",7
荚,jia2,7
搂,"lou3,lou1",7
垄,long3,7
曝,pu4,7
纾,shu1,7
菁,jing1,7
菠,bo1,7
萃,cui4,7
夼,kuang3,7
鸳,yuan1,7
圳,zhen4,7
枋,fang1,7
簸,bo3,7
枞,zong1,7
侏,zhu1,7
妊,ren4,7
圉,yu3,7
筷,kuai4,7
匡,kuang1,7
筐,kuang1,7
柬,jian3,7
笥,si4,7
蛄,gu1,7
伎,ji4,7
秧,yang1,7
嚓,ca1,7
嚏,ti4,7
嚎,hao2,7
桨,jiang3,7
戾,li4,7
螽,zhong1,7
螳,tang2,7
梆,bang1,7
磺,huang2,7
磊,lei3,7
衙,ya2,7
婢,bi4,7
矶,ji1,7
褥,ru4,7
睨,ni4,7
盯,ding1,7
悸,ji4,7
猝,cu4,7
癫,dian1,7
悚,song3,7
兮,xi1,7
槌,chui2,7
悌,ti4,7
瘪,bie3,7
讪,shan4,7
恻,ce4,7
恺,kai3,7
仕,shi4,7
猥,wei3,7
痉,jing4,7
恙,yang4,7
痂,jia1,7
疸,dan3,7
喋,die2,7
疤,ba1,7
哮,xiao4,7
畴,chou2,7
怦,peng1,7
町,ding1,7
啴,"tan1,chan3",7
甥,sheng1,7
忻,xin1,7
橹,lu3,7
牺,xi1,7
鸮,xiao1,7
瓯,ou1,7
谯,qiao2,7
璨,can4,7
啊,a1,7
瑚,hu2,7
琪,qi2,7
玫,mei2,7
獴,meng3,7
觜,"zi1,zui3",7
趟,tang4,7
眸,mou2,7
弋,yi4,7
鬓,bin4,7
睬,cai3,7
煅,duan4,7
冉,ran3,7
鳗,man2,7
婺,wu4,7
汕,shan4,7
饕,tao1,7
嘌,piao4,7
骈,pian2,7
遑,huang2,7
馈,kui4,7
饷,xiang3,7
帜,zhi4,7
韬,tao1,7
酋,qiu2,7
慷,kang1,7
靓,"liang4,jing4",7
亘,gen4,7
砧,zhen1,7
陂,pi2,7
嵊,sheng4,7
滇,dian1,7
呜,wu1,7
镌,juan1,7
渍,zi4,7
湟,huang2,7
呐,na4,7
渎,du2,7
硙,wei2,7
铆,mao3,7
溴,xiu4,7
阇,she2,7
崽,zai3,7
嵌,qian4,7
岂,qi3,7
隼,sun3,7
浚,jun4,7
洮,tao2,7
鞠,ju1,7
屄,bi1,7
韪,wei3,7
咋,"zha4,za5",7
灿,can4,7
炕,kang4,7
遏,e4,7
炙,zhi4,7
逛,guang4,7
炯,jiong3,7
倘,tang3,7
咨,zi1,7
轶,yi4,7
叟,sou3,7
骊,li2,7
骰,tou2,7
骡,luo2,7
蹿,cuan1,7
蹬,deng4,7
蜷,quan2,7
歼,jian1,7
趄,ju1,7
鲛,jiao1,7
鲮,ling2,7
歉,qian4,7
鲽,die2,7
赀,zi1,7
牒,die2,7
牝,pin4,7
栩,xu3,7
谟,mo2,7
谒,ye4,7
诶,ei1,7
诠,quan2,7
凛,lin3,7
樊,fan2,7
诃,he1,7
俚,li3,7
嫖,piao2,7
俘,fu2,7
黜,chu4,7
唆,suo1,7
榫,sun3,7
囹,ling2,6
棣,di4,6
棠,tang2,6
娩,mian3,6
蓟,ji4,6
蟆,ma2,6
栾,luan2,6
蛉,ling2,6
蛀,zhu4,6
繇,"you2,yao2",6
妞,niu1,6
薰,xun1,6
蔫,nian1,6
缜,zhen3,6
奄,yan3,6
缰,jiang1,6
缭,liao2,6
翟,zhai2,6
旯,la2,6
旮,ga1,6
斟,zhen1,6
斡,wo4,6
膈,ge2,6
旄,mao2,6
膘,biao1,6
旌,jing1,6
膨,peng2,6
肴,yao2,6
肱,gong1,6
舜,shun4,6
舶,bo2,6
攒,"cuan2,zan3",6
墟,xu1,6
耆,qi2,6
羲,xi1,6
芮,rui4,6
晖,hui1,6
晰,xi1,6
茉,mo4,6
搪,tang2,6
暨,ji4,6
荜,bi4,6
荥,xing2,6
搓,cuo1,6
荽,sui1,6
绛,jiang4,6
莞,wan3,6
绌,chu4,6
绅,shen1,6
莳,shi2,6
纭,yun2,6
曳,ye4,6
夭,yao1,6
莹,ying1,6
奁,lian2,6
杓,shao2,6
糙,cao1,6
坂,ban3,6
蔗,zhe4,6
捋,luo1,6
捅,tong3,6
凼,dang4,6
薹,tai2,6
藓,xian3,6
箩,luo2,6
挈,qie4,6
踝,huai2,6
拧,ning3,6
筏,fa2,6
笺,jian1,6
拈,nian1,6
蚱,"zha4,zha5",6
栉,zhi4,6
栎,li4,6
抟,tuan2,6
窈,yao3,6
凋,diao1,6
栋,dong4,6
蛸,shao1,6
蜉,fu2,6
稷,ji4,6
蜓,ting2,6
蜒,yan2,6
枸,"gou3,ju3",6
禺,"yu2,yu4",6
蝼,lou2,6
祟,sui4,6
祜,hu4,6
噩,e4,6
祀,si4,6
棂,ling2,6
碘,dian3,6
嘻,xi1,6
痨,lao2,6
碇,ding4,6
憾,han4,6
憩,qi4,6
砣,tuo2,6
矾,fan2,6
楔,xie1,6
婷,ting2,6
楦,xuan4,6
嗪,qin2,6
媛,yuan2,6
嗦,suo5,6
嗥,hao2,6
惭,can2,6
惕,ti4,6
瘙,sao4,6
瘁,cui4,6
恪,ke4,6
蝎,xie1,6
痢,li4,6
痞,pi3,6
恕,shu4,6
疵,ci1,6
疚,jiu4,6
畿,ji1,6
啸,xiao4,6
啵,bo1,6
谗,chan2,6
甬,yong3,6
忱,chen2,6
豌,wan1,6
忖,cun3,6
忒,te4,6
璀,cui3,6
琵,pi2,6
琢,zhuo2,6
徇,xun4,6
赈,zhen4,6
赒,zhou1,6
玡,ya2,6
眨,zha3,6
眦,zi4,6
冀,ji4,6
獾,huan1,6
龌,wo4,6
眺,tiao4,6
燮,xie4,6
唉,ai1,6
殴,ou1,6
麓,lu4,6
睑,jian3,6
煜,yu4,6
鳃,sai1,6
哔,bi4,6
馨,xin1,6
A,a,6
褪,"tun4,tui4",6
褐,he4,6
邕,yong1,6
帷,wei2,6
裨,bi4,6
颗,ke1,6
傈,li4,6
鞑,da2,6
漾,yang4,6
雹,bao2,6
潍,wei2,6
阃,kun3,6
镶,xiang1,6
峇,ba1,6
呒,"m2,wu3,fu3",6
峙,"shi4,zhi4",6
镖,biao1,6
憷,chu4,6
钺,yue4,6
钜,ju4,6
淌,tang3,6
涪,fu2,6
呤,ling4,6
涝,lao4,6
吡,bi3,6
磅,bang4,6
潢,huang2,6
浒,hu3,6
吗,"ma3,ma2",6
澹,dan4,6
鞅,"yang1,yang3",6
倩,qian4,6
祉,zhi3,6
邸,di3,6
炖,dun4,6
炬,ju4,6
逮,dai4,6
逞,cheng3,6
迥,jiong3,6
螈,yuan2,6
寰,huan2,6
烙,lao4,6
馥,fu4,6
辄,zhe2,6
馍,mo2,6
咪,mi1,6
躯,qu1,6
碴,cha2,6
毂,gu3,6
哆,duo1,6
殡,bin4,6
跄,qiang4,6
燧,sui4,6
它,ta1,6
哒,da1,6
赊,she1,6
贰,er4,6
孚,fu2,6
鸯,"yang5,yang1",6
谪,zhe2,6
俟,si4,6
嬛,huan2,6
哧,chi1,6
僳,su4,6
鹬,yu4,6
诟,gou4,6
笄,ji1,6
霓,ni2,6
讥,ji1,6
麸,fu1,6
榻,ta4,6
黯,an4,6
儆,jing3,6
鼾,han1,6
亹,wei3,6
龛,kan1,6
柚,you4,5
婶,shen3,5
挎,kua4,5
婪,lan2,5
婀,e1,5
娴,xian2,5
衩,"cha3,cha4",5
衢,qu2,5
侬,nong2,5
籀,zhou4,5
卉,hui4,5
匾,bian3,5
姒,si4,5
乓,pang1,5
蛎,li4,5
乒,ping1,5
蕈,xun4,5
蔺,lin4,5
葩,pa1,5
缥,piao3,5
撅,jue1,5
苣,ju4,5
曰,yue1,5
夔,kui2,5
勐,meng3,5
佯,yang2,5
芎,"qiong1,qiong2",5
舷,xian2,5
舐,shi4,5
舀,yao3,5
臼,jiu4,5
胫,jing4,5
腩,nan3,5
佝,"gou1,kou4",5
胱,guang1,5
敕,chi4,5
旭,xu4,5
肏,cao4,5
聩,kui4,5
昊,hao4,5
擢,zhuo2,5
擘,bo4,5
翎,ling2,5
撮,cuo1,5
芡,qian4,5
羧,suo1,5
羟,qiang3,5
撂,liao4,5
罡,gang1,5
罔,wang3,5
晷,gui3,5
佃,dian4,5
缤,bin1,5
荀,xun2,5
搔,sao1,5
绎,yi4,5
坷,ke3,5
莩,piao3,5
纣,zhou4,5
揄,yu2,5
杈,cha4,5
蒐,sou1,5
坍,tan1,5
哦,"e2,o2,o4,o5",5
蓑,suo1,5
粼,lin2,5
粳,jing1,5
匍,pu2,5
挲,suo1,5
枘,rui4,5
簌,su4,5
挞,ta4,5
篓,lou3,5
拽,zhuai4,5
筝,zheng1,5
筚,bi4,5
囱,cong1,5
虺,hui3,5
窨,yin4,5
窖,jiao4,5
蛟,jiao1,5
铣,"xi3,xian3",5
蛭,zhi4,5
蛹,yong3,5
抃,bian4,5
稃,fu1,5
秕,bi3,5
扔,reng1,5
嚅,ru2,5
蝾,rong2,5
戆,gang4,5
娥,e2,5
冢,zhong3,5
懿,yi4,5
懦,nuo4,5
懊,ao4,5
嘧,mi4,5
裳,chang2,5
矻,ku1,5
褓,bao3,5
桔,jie2,5
瞿,"qu2,qu1",5
褂,gua4,5
瞭,liao4,5
瞑,ming2,5
丐,gai4,5
愆,qian1,5
惫,bei4,5
嗝,ge2,5
惚,hu1,5
嗖,sou1,5
仡,ge1,5
猾,hua2,5
嗒,"da1,ta4",5
榕,rong2,5
盅,zhong1,5
皖,wan3,5
悯,min3,5
皑,ai2,5
恹,yan1,5
痼,gu4,5
痲,ma2,5
诘,jie2,5
疙,ge1,5
怩,ni2,5
谆,zhun1,5
怅,chang4,5
鸵,tuo2,5
谀,yu2,5
忸,niu3,5
啧,ze2,5
啥,sha2,5
盔,kui1,5
璇,xuan2,5
貉,hao2,5
啉,lin2,5
啄,zhuo2,5
琶,"pa5,pa2",5
啃,ken3,5
仄,ze4,5
珞,luo4,5
珑,long2,5
玳,dai4,5
彤,tong1,5
唠,"lao2,lao4",5
獭,ta3,5
庖,pao2,5
趼,jian3,5
弈,yi4,5
狙,ju1,5
瞄,miao2,5
覃,tan2,5
鸥,ou1,5
瞅,chou3,5
驹,ju1,5
鳢,li3,5
轲,ke3,5
倏,shu1,5
瞩,zhu3,5
汐,xi1,5
爌,kong4,5
眇,miao3,5
髻,ji4,5
邳,pi1,5
馔,zhuan4,5
饬,chi4,5
泯,min3,5
飧,sun1,5
颅,lu2,5
濮,pu2,5
霾,mai2,5
屣,xi3,5
傀,kui3,5
潦,liao2,5
偻,lou2,5
潇,xiao1,5
㞎,"ba3,ba5",5
陉,xing2,5
漉,lu4,5
阱,jing3,5
砰,peng1,5
溉,gai4,5
湮,"yan1,yin1",5
锹,qiao1,5
淖,nao4,5
呀,"ya1,ya5",5
铨,quan2,5
镏,liu2,5
渚,zhu3,5
锰,meng3,5
崃,lai2,5
峥,zheng1,5
渤,bo2,5
偕,xie2,5
锻,duan4,5
镀,du4,5
镂,lou4,5
镐,hao4,5
铄,shuo4,5
崛,jue2,5
溥,pu3,5
镴,la4,5
溧,li4,5
呛,qiang4,5
闵,min3,5
涿,zhuo1,5
偃,yan3,5
阉,yan1,5
涞,lai2,5
銮,luan2,5
隧,sui4,5
潞,lu4,5
霆,ting2,5
浔,xun2,5
醌,kun1,5
澧,li3,5
吒,zha5,5
瀍,chan2,5
泷,long2,5
尹,yin3,5
泱,yang1,5
吆,yao1,5
倥,kong3,5
郅,zhi4,5
邺,ye4,5
邢,xing2,5
邛,qiong2,5
飕,sou1,5
遽,ju4,5
遛,liu4,5
沭,shu4,5
炫,xuan4,5
餮,tie4,5
帙,zhi4,5
逍,xiao1,5
汹,xiong1,5
饽,"bo1,bo5",5
扈,hu4,5
汨,mi4,5
馕,nang3,5
轸,zhen3,5
烩,hui4,5
冏,jiong3,5
幂,mi4,5
焗,ju2,5
幢,chuang2,5
躇,chu2,5
煸,bian1,5
熄,xi1,5
蹊,xi1,5
熨,yun4,5
踌,chou2,5
魆,xu1,5
踉,liang4,5
庑,"wu3,wu2",5
赳,jiu1,5
鲠,geng3,5
孳,zi1,5
孰,shu2,5
赉,lai4,5
赅,gai1,5
哕,hui4,5
俪,li4,5
鳑,pang2,5
俩,"lia3,liang3",5
哝,nong2,5
鲏,pi2,5
僬,jiao1,5
僮,tong2,5
犍,jian1,5
谘,zi1,5
鹍,kun1,5
谅,liang4,5
樽,zun1,5
鹣,jian1,5
嫡,di2,5
麒,qi2,5
麝,she4,5
蚍,pi2,5
讫,qi4,5
嫉,ji2,5
弑,shi4,5
媾,gou4,5
俑,yong3,5
俎,zu3,5
裼,xi1,4
衽,ren4,4
梿,lian2,4
娠,shen1,4
娟,juan1,4
蠡,li3,4
蓦,mo4,4
侥,"jiao3,yao2",4
桀,jie2,4
姘,pin1,4
姗,shan1,4
栲,kao3,4
蚰,you2,4
蘸,zhan4,4
薏,yi4,4
蒗,lang4,4
萹,"bian1,bian3",4
朦,meng2,4
菰,gu1,4
菏,he2,4
莼,chun2,4
荠,"qi2,ji4",4
暄,xuan1,4
翳,yi4,4
茗,ming2,4
耒,lei3,4
苕,"shao2,tiao2",4
晔,ye4,4
壕,hao2,4
芾,"fu2,fei4",4
芷,zhi3,4
聒,guo1,4
昙,tan2,4
墒,shang1,4
膑,bin4,4
腭,e4,4
腈,jing1,4
佞,ning4,4
胼,pian2,4
腽,wa4,4
胭,yan1,4
胧,"long2,long1",4
胝,zhi1,4
堑,qian4,4
胂,shen4,4
佚,yi4,4
臬,nie4,4
堇,jin3,4
肭,na4,4
膺,ying1,4
舔,tian3,4
肄,yi4,4
臾,yu2,4
耘,yun2,4
擞,sou3,4
芗,xiang1,4
翱,ao2,4
昱,yu4,4
羼,chan4,4
埂,geng3,4
罹,li2,4
苴,ju1,4
摺,zhe2,4
罅,xia4,4
罂,ying1,4
缳,huan2,4
垩,e4,4
缮,shan4,4
摈,bin4,4
垠,yin2,4
缈,miao3,4
缄,jian1,4
垛,duo3,4
绶,shou4,4
暹,xian1,4
莆,pu2,4
绚,xuan4,4
搋,chuai1,4
曙,shu3,4
莠,you3,4
绉,zhou4,4
莜,you2,4
晾,liang4,4
坻,di3,4
揩,kai1,4
纂,zuan3,4
揍,zou4,4
萘,nai4,4
㹴,geng3,4
掺,chan1,4
掸,shan4,4
萼,e4,4
掳,lu3,4
絜,xie2,4
伫,zhu4,4
掐,qia1,4
刈,yi4,4
蓖,bi4,4
粕,po4,4
杷,pa2,4
杵,chu3,4
籼,xian1,4
捍,han4,4
捆,kun3,4
籁,lai4,4
匐,fu2,4
簪,zan1,4
她,ta1,4
蔷,qiang2,4
圜,huan2,4
篦,bi4,4
枇,pi2,4
圄,yu3,4
拶,zan3,4
拴,shuan1,4
拯,zheng3,4
凫,fu2,4
柞,zha4,4
囵,lun2,4
蘅,heng2,4
筊,jiao3,4
囫,hu2,4
笆,"ba1,ba5",4
竽,yu2,4
囤,tun2,4
囡,nan1,4
窕,tiao3,4
蛐,qu1,4
抠,kou1,4
蛞,kuo4,4
囔,"nang1,nang5",4
桅,wei2,4
秸,jie1,4
冽,lie4,4
秆,gan3,4
扛,"gang1,kang2",4
蝙,bian1,4
蝮,fu4,4
扉,fei1,4
噻,sai1,4
蝓,yu2,4
祯,zhen1,4
祓,fu2,4
娈,luan2,4
噤,jin4,4
娑,suo1,4
蠖,huo4,4
磋,cuo1,4
噌,"ceng1,cheng1",4
懵,meng3,4
蟒,mang3,4
碜,"chen5,chen3",4
懑,men4,4
硼,peng2,4
硚,qiao2,4
仵,wu3,4
憔,qiao2,4
椆,"chou2,diao4",4
裱,biao3,4
矸,gan1,4
瞳,tong2,4
瞤,shun4,4
愕,e4,4
睿,rui4,4
嗯,en5,4
睐,lai4,4
嗤,chi1,4
惘,wang3,4
盱,xu1,4
盥,guan4,4
惋,wan3,4
楸,qiu1,4
皿,min3,4
悭,qian1,4
黩,du2,4
喹,kui2,4
瘸,que2,4
瘩,da5,4
瘢,ban1,4
瘠,ji2,4
喱,li2,4
恿,yong3,4
痧,sha1,4
恁,ren4,4
疔,ding1,4
畹,wan3,4
狎,xia2,4
诿,wei3,4
诽,fei3,4
诧,cha4,4
啻,chi4,4
怙,hu4,4
甾,zai1,4
仍,reng2,4
怆,chuang4,4
谥,"shi4,yi4",4
鸱,chi1,4
鸨,bao3,4
瓤,rang2,4
忤,wu3,4
忡,chong1,4
豉,chi3,4
忞,min2,4
䴘,ti1,4
璞,pu2,4
啕,tao2,4
檵,ji4,4
徼,jiao3,4
瑛,ying1,4
瑁,mao4,4
徙,xi3,4
唿,hu1,4
很,hen3,4
珲,hun2,4
彷,pang2,4
儡,lei3,4
珉,min2,4
唬,hu5,4
玷,dian4,4
孺,ru2,4
儋,dan1,4
跏,jia1,4
跎,tuo2,4
鼹,yan3,4
鬣,lie4,4
狞,ning2,4
狒,fei4,4
䴙,pi4,4
鹊,que4,4
骼,ge2,4
仫,mu4,4
牍,du2,4
哐,kuang1,4
魍,wang3,4
沤,ou4,4
焓,han2,4
焌,jun4,4
咫,zhi3,4
烬,jin4,4
傧,bin1,4
饴,yi2,4
饯,jian4,4
颧,quan2,4
颞,nie4,4
酗,xu4,4
屉,ti4,4
韭,jiu3,4
霰,xian4,4
T,t,4
漪,yi1,4
嵘,rong2,4
嵋,mei2,4
阏,"yan1,e4",4
镳,biao1,4
吽,hong1,4
锭,ding4,4
铵,an3,4
锃,zeng4,4
湉,tian2,4
锢,gu4,4
峪,yu4,4
锌,xin1,4
锆,gao4,4
湔,jian1,4
崁,kan3,4
铧,hua2,4
呓,yi4,4
铎,duo2,4
镣,liao4,4
淞,song1,4
岬,jia3,4
钎,qian1,4
闩,shuan1,4
闰,run4,4
淅,xi1,4
滂,pang1,4
崮,gu4,4
吮,shun3,4
阒,qu4,4
涮,shuan4,4
阡,qian1,4
涣,huan4,4
岌,ji2,4
吩,fen1,4
漩,"xuan2,xuan4",4
溘,ke4,4
呶,nao2,4
潟,xi4,4
浜,"bang1,bin1",4
霖,lin2,4
醺,xun1,4
醴,li3,4
巅,dian1,4
巆,ying2,4
浃,jia1,4
吖,a1,4
靼,da2,4
酢,"cu4,zuo4",4
鞣,rou2,4
鄱,po2,4
鄞,yin2,4
蟾,chan2,4
颉,"jie2,xie2",4
郧,yun2,4
泮,pan4,4
颏,"ke1,ke2",4
咔,"ka3,ka1",4
邙,mang2,4
尜,"ga2,ga5",4
尕,ga3,4
饔,yong1,4
饪,ren4,4
迸,beng4,4
迤,"yi3,yi2",4
馀,yu2,4
汲,ji2,4
迄,qi4,4
寞,mo4,4
辘,lu4,4
馐,xiu1,4
辗,zhan3,4
辔,pei4,4
辆,liang4,4
轼,shi4,4
蝗,huang2,4
驺,zou1,4
骜,ao4,4
蹶,"jue2,jue3",4
蹰,chu2,4
鬃,zong1,4
髯,ran2,4
蹋,ta4,4
蹉,cuo1,4
踥,qie4,4
踟,chi2,4
熹,xi1,4
魉,liang3,4
叆,ai4,4
殜,die2,4
跤,jiao1,4
跛,bo3,4
跚,shan1,4
殒,yun3,4
U,u,4
鲅,ba4,4
鲈,lu2,4
哎,ai1,4
趑,zi1,4
乩,ji1,4
哏,gen2,4
赡,shan4,4
孱,"chan2,can4",4
鲱,fei1,4
鲳,chang1,4
赍,ji1,4
贲,bi4,4
鳏,guan1,4
鳝,shan4,4
僭,jian4,4
豢,huan4,4
哟,"yo1,yo5",4
鸢,yuan1,4
豕,shi3,4
谰,lan2,4
谧,mi4,4
窿,long2,4
谄,chan3,4
俞,yu2,4
狈,bei4,4
狍,pao2,4
嫣,yan1,4
嫠,li2,4
诋,di3,4
槲,hu2,4
讶,ya4,4
槭,qi4,4
讴,ou1,4
麽,"me5,mo2",4
槃,pan2,4
哽,geng3,4
黢,qu1,4
卺,jin3,4
榭,xie4,4
訾,zi3,4
龊,chuo4,4
觥,gong1,4
楮,chu3,3
裰,duo1,3
棻,fen1,3
棵,ke1,3
衾,qin1,3
衮,gun3,3
衄,nu:4,3
侩,kuai4,3
娓,wei3,3
蟋,xi1,3
螵,piao1,3
螯,ao2,3
螨,man3,3
桫,suo1,3
